Time,Punjabi Bagh/Nitrogen Dioxide(NO2),Punjabi Bagh/Wind Direction(WD),Punjabi Bagh/Solar Radiation(SR),Punjabi Bagh/Ammonia(NH3),Punjabi Bagh/Temperature(AT),Punjabi Bagh/Oxides of Nitrogen(NOx),Punjabi Bagh/Relative Humidity(RH),Punjabi Bagh/Carbon Monoxide(CO),Punjabi Bagh/P Xylene(PXY),Punjabi Bagh/Sulfur Dioxide(SO2),Punjabi Bagh/PM2.5(PM2.5),Punjabi Bagh/Toluene(Tol),Punjabi Bagh/Nitric Oxide(NO),Punjabi Bagh/Benzene(Ben),Punjabi Bagh/Ozone(O3),Punjabi Bagh/PM10(PM10),Punjabi Bagh/Bar Pressure(BP),Punjabi Bagh/Wind Speed(WS),Punjabi Bagh/Vertical Wind Speed(VWS)
25/07/2016 16:00:00,84.58,114.58,150.33,31.44,33.39,83.02,50.5,1.58,1.54,10.52,35.83,3.32,5.61,0.5,34.27,136.33,553.5,0.93,0.03
25/07/2016 17:00:00,121.26,149.83,86.67,42.24,32.07,114.14,55.67,2.0,1.83,12.78,56.67,3.44,4.48,0.65,20.13,163.00,553.5,1.53,0.11
25/07/2016 18:00:00,85.77,158.92,43.75,48.39,30.88,80.84,57.92,1.6,1.88,0.53,100.0,3.21,3.24,0.55,19.76,206.50,553.5,1.96,0.15
25/07/2016 19:00:00,79.00,163.42,10.17,52.89,30.09,73.42,60.5,1.53,2.3,-2.5,29.17,3.72,2.21,0.56,18.75,179.83,553.5,2.08,0.16
25/07/2016 20:00:00,75.19,164.5,8.83,27.68,29.43,70.62,65.17,1.42,3.1,-4.46,44.83,4.33,2.65,0.57,13.03,196.67,553.5,1.6,0.14
25/07/2016 21:00:00,67.37,161.5,8.83,17.6,29.18,63.95,68.0,1.48,2.71,-6.78,29.5,3.24,2.88,0.43,14.25,134.17,553.5,1.42,0.13
25/07/2016 22:00:00,58.92,160.67,8.67,15.61,28.92,54.58,69.5,1.25,1.59,-8.1,79.17,2.23,1.53,0.47,14.98,130.50,553.5,1.21,
25/07/2016 23:00:00,66.03,149.67,8.92,13.8,28.73,68.52,69.5,1.37,1.16,-7.8,57.67,1.78,7.10,0.42,14.21,132.17,553.5,1.02,0.1
26/07/2016 00:00:00,65.67,150.25,8.58,32.44,28.47,63.93,69.33,1.22,1.18,8.97,21.0,2.06,3.98,0.3,-4.15,125.83,553.5,1.14,0.1
26/07/2016 01:00:00,83.54,154.83,8.58,38.53,27.98,82.60,73.5,1.38,1.2,14.37,82.0,2.31,5.97,0.32,5.21,122.33,553.5,0.95,0.1
26/07/2016 02:00:00,49.27,147.75,8.58,41.98,27.58,47.59,75.5,1.09,1.05,13.9,74.5,1.98,2.71,0.27,7.03,154.17,553.5,0.97,0.1
26/07/2016 03:00:00,36.06,147.92,8.75,45.58,27.47,34.93,75.0,0.97,0.75,14.87,36.5,1.73,2.03,0.2,8.83,128.00,553.5,1.15,0.1
26/07/2016 04:00:00,40.29,140.5,8.83,24.29,27.28,39.32,75.0,0.91,0.75,10.83,30.0,1.87,2.52,0.18,8.19,111.67,553.5,0.78,0.1
26/07/2016 05:00:00,36.94,98.33,10.83,17.05,27.19,41.24,75.83,0.98,0.86,11.34,25.33,1.59,6.10,0.2,11.18,89.67,553.5,0.47,
26/07/2016 06:00:00,36.24,120.42,40.83,16.18,27.38,49.57,76.67,1.09,0.61,8.61,106.33,1.31,12.66,0.27,9.30,141.33,553.5,0.88,
26/07/2016 07:00:00,47.28,139.17,103.33,14.61,28.15,56.91,73.58,1.19,0.44,11.33,118.0,0.97,10.81,0.25,10.99,157.17,553.5,1.26,0.1
26/07/2016 08:00:00,44.97,140.67,164.75,30.03,28.95,51.93,71.42,1.19,0.57,14.8,73.0,1.06,8.70,0.23,0.36,152.00,553.5,1.58,0.1
26/07/2016 09:00:00,66.31,130.67,295.42,37.47,31.06,70.52,65.17,1.34,0.67,13.05,55.0,1.19,8.37,0.27,6.38,143.83,553.5,1.12,0.1
26/07/2016 10:00:00,56.31,131.5,329.67,39.19,32.52,58.27,59.67,1.38,0.79,14.89,52.0,1.51,5.93,0.3,7.40,130.50,553.5,1.35,0.03
26/07/2016 11:00:00,57.75,133.0,349.42,39.9,33.31,57.27,58.58,1.53,0.68,14.88,38.33,1.45,4.25,0.28,11.92,145.33,553.5,1.6,0.1
26/07/2016 12:00:00,57.82,74.92,218.92,23.97,32.57,60.83,56.92,1.42,1.05,8.83,40.83,1.63,6.80,0.27,17.24,157.17,553.5,2.18,0.07
26/07/2016 13:00:00,44.41,84.17,60.75,13.38,26.53,47.12,71.67,1.14,1.13,9.47,20.67,2.9,5.52,0.69,16.53,145.33,553.5,2.26,0.09
26/07/2016 14:00:00,65.11,121.33,85.0,16.17,26.48,83.25,76.58,1.77,1.43,6.24,29.17,2.74,18.50,0.77,12.49,78.50,553.5,0.98,
26/07/2016 15:00:00,73.47,93.67,27.0,15.77,26.78,103.16,69.83,1.51,2.32,6.99,55.0,3.74,27.58,0.58,14.53,65.50,553.5,1.76,-0.07
26/07/2016 16:00:00,97.99,100.25,20.58,39.22,26.25,117.77,72.33,1.61,1.96,10.83,11.0,3.51,22.29,0.49,8.78,86.33,553.5,1.25,-0.05
26/07/2016 17:00:00,79.78,108.83,17.25,66.32,26.58,101.95,74.5,1.72,2.45,14.21,22.0,4.34,22.63,0.62,20.34,88.67,553.5,1.45,0.02
26/07/2016 18:00:00,76.85,123.25,12.75,65.81,26.79,99.57,75.58,1.56,2.34,11.5,67.17,4.52,22.76,0.68,39.15,133.67,553.5,1.85,0.1
26/07/2016 19:00:00,59.88,132.42,8.75,56.85,26.43,69.98,76.0,1.28,1.81,12.41,15.5,2.62,12.17,0.35,9.42,85.67,553.5,1.82,0.11
26/07/2016 20:00:00,54.47,128.17,8.92,24.57,26.17,56.28,75.42,1.15,1.18,6.31,3.0,1.75,5.66,0.25,8.25,50.50,553.5,1.66,0.1
26/07/2016 21:00:00,50.52,125.92,8.67,20.27,26.09,52.27,75.0,1.1,1.08,6.94,43.0,1.45,5.29,0.25,9.58,37.67,553.5,1.83,0.08
26/07/2016 22:00:00,45.65,110.83,8.83,19.18,25.91,50.94,75.75,1.02,0.72,5.09,38.83,1.13,7.52,0.2,8.49,59.67,553.5,1.4,0.12
26/07/2016 23:00:00,51.32,102.5,8.67,17.99,26.06,58.63,76.0,0.97,0.65,4.75,19.0,1.21,9.45,0.23,8.97,54.67,553.5,1.22,0.03
27/07/2016 00:00:00,32.84,94.08,8.75,38.29,25.6,33.94,76.0,0.84,0.47,9.38,22.55,1.47,3.41,0.37,8.14,65.17,553.5,1.44,-0.1
27/07/2016 01:00:00,28.90,105.25,8.5,75.86,25.27,29.12,76.67,0.75,0.23,13.22,21.83,1.02,2.49,0.2,8.47,72.83,553.5,1.31,0.02
27/07/2016 02:00:00,27.94,117.67,8.92,72.67,25.2,27.73,77.0,0.65,0.1,12.98,45.67,0.72,2.07,0.1,9.25,58.17,553.5,1.4,0.12
27/07/2016 03:00:00,27.65,109.17,8.5,63.66,25.14,27.84,77.0,0.63,0.1,12.79,18.0,0.65,2.34,0.1,8.19,59.83,553.5,1.43,0.08
27/07/2016 04:00:00,31.06,108.33,8.67,30.5,25.16,31.58,77.33,0.69,0.1,9.63,13.0,0.51,2.86,0.1,7.51,37.83,553.5,1.19,0.03
27/07/2016 05:00:00,31.49,113.67,8.92,25.46,25.0,32.54,79.0,0.71,0.1,7.95,45.0,0.52,3.30,0.1,9.28,37.67,553.5,1.02,0.07
27/07/2016 06:00:00,37.88,97.83,19.17,23.38,25.22,65.38,78.67,0.91,0.13,13.56,48.8,0.69,23.13,0.12,9.03,69.17,553.5,1.01,0.03
27/07/2016 07:00:00,43.67,103.0,57.75,21.68,25.81,98.23,76.67,1.37,0.72,14.74,62.91,1.27,43.45,0.23,9.75,102.83,553.5,1.12,0.1
27/07/2016 08:00:00,44.10,108.08,117.0,53.22,26.38,71.63,74.33,1.16,0.73,16.39,51.67,1.31,23.71,0.2,8.95,181.00,553.5,1.44,0.03
27/07/2016 09:00:00,43.32,115.08,120.25,80.88,27.2,68.67,71.5,1.21,0.68,19.3,25.45,1.32,22.01,0.23,9.09,121.83,553.5,1.47,0.08
27/07/2016 10:00:00,50.09,110.17,143.17,71.23,27.73,70.83,70.17,1.32,1.02,18.1,46.73,1.73,19.19,0.35,9.92,104.83,553.5,1.33,0.04
27/07/2016 11:00:00,55.66,112.83,171.25,60.05,27.77,89.74,71.33,1.44,1.21,19.25,33.45,2.0,29.40,0.38,10.73,120.83,553.5,1.28,-1
27/07/2016 12:00:00,66.01,87.0,257.42,25.31,30.09,90.60,62.67,1.49,1.67,17.2,40.0,2.73,23.02,0.51,12.31,108.33,553.5,1.52,-0.05
27/07/2016 13:00:00,42.58,77.17,90.5,16.99,25.86,69.35,78.0,1.29,1.63,12.82,90.0,2.67,23.01,0.43,13.46,119.83,579.0,2.12,0.1
27/07/2016 14:00:00,50.38,101.83,30.25,20.11,24.24,90.18,83.25,1.35,1.53,15.92,80.0,2.76,33.16,0.37,8.72,90.50,,1.2,0.06
27/07/2016 15:00:00,64.56,103.67,65.92,21.4,24.42,113.69,83.92,1.58,1.83,16.16,35.91,3.55,41.13,0.56,9.69,70.50,,0.84,-0.1
27/07/2016 16:00:00,77.76,86.92,53.0,53.6,24.72,140.39,83.0,1.87,2.42,20.03,37.67,4.65,52.07,0.72,9.64,57.67,565.25,0.66,
27/07/2016 17:00:00,68.03,82.92,47.5,89.36,24.95,134.78,83.0,1.89,2.74,19.37,32.5,5.36,54.30,0.59,11.14,66.33,553.63,0.69,
27/07/2016 18:00:00,63.80,71.17,29.08,74.12,24.99,119.20,83.92,2.06,2.68,9.13,58.5,4.19,45.67,0.62,10.95,108.67,553.5,0.51,
27/07/2016 19:00:00,68.33,65.33,9.42,61.19,24.95,178.56,83.92,2.59,3.23,8.26,28.73,5.42,86.13,0.68,13.44,64.50,553.5,0.77,
27/07/2016 20:00:00,65.16,57.33,8.75,27.83,25.01,148.27,83.58,2.45,3.33,3.48,38.17,4.84,66.06,0.68,11.88,75.50,553.5,0.5,
27/07/2016 21:00:00,60.92,71.92,8.33,20.97,25.08,153.89,84.0,2.28,3.09,2.22,32.36,3.97,72.94,0.64,11.59,71.17,553.5,0.87,
27/07/2016 22:00:00,52.69,69.67,8.5,17.9,25.12,138.95,84.0,1.97,2.4,2.22,66.67,3.21,67.48,0.52,11.00,86.83,553.5,0.85,-0.1
27/07/2016 23:00:00,50.32,78.33,8.83,20.11,25.17,105.22,83.33,1.75,2.11,2.34,55.45,3.25,44.22,0.57,11.40,94.33,553.5,0.61,
28/07/2016 00:00:00,56.22,86.25,8.83,42.27,25.09,102.43,83.0,1.63,1.76,7.9,73.6,3.07,38.34,0.5,8.65,134.50,553.5,0.4,
28/07/2016 01:00:00,44.51,73.25,8.92,82.1,25.07,86.87,83.0,1.44,1.33,10.69,57.45,3.05,34.57,0.5,13.27,134.83,553.5,0.4,
28/07/2016 02:00:00,36.64,71.5,8.67,78.02,25.09,62.00,83.0,1.18,0.91,7.79,97.45,2.96,21.50,0.44,12.27,173.50,553.5,0.75,-0.1
28/07/2016 03:00:00,35.46,83.25,8.67,65.6,25.02,53.61,83.0,1.11,0.56,9.43,82.55,2.17,16.11,0.38,12.22,161.83,553.5,0.42,
28/07/2016 04:00:00,36.61,68.5,8.67,30.82,24.99,73.70,83.0,1.14,0.62,4.78,61.18,2.68,30.09,0.32,14.15,112.33,553.5,0.49,
28/07/2016 05:00:00,37.31,76.92,12.25,22.53,24.9,84.86,83.17,1.19,0.61,4.61,45.73,2.43,37.81,0.32,14.83,99.17,553.5,0.43,
28/07/2016 06:00:00,45.53,93.33,31.0,20.69,25.08,101.26,82.5,1.25,0.68,7.57,87.64,1.9,44.45,0.32,10.63,121.17,553.5,0.44,
28/07/2016 07:00:00,46.63,97.83,45.33,18.46,25.63,129.13,80.5,1.55,0.85,7.06,56.8,1.67,64.16,0.34,9.48,103.00,553.5,0.53,
28/07/2016 08:00:00,50.66,107.75,94.17,43.26,26.08,118.48,79.25,1.57,1.06,7.92,46.0,1.57,53.69,0.31,6.25,106.83,553.5,0.54,
28/07/2016 09:00:00,50.12,114.67,185.25,79.06,27.59,85.19,73.08,1.54,1.18,9.23,43.91,1.76,29.67,0.37,9.56,106.33,553.5,0.88,-0.03
28/07/2016 10:00:00,44.79,126.33,239.0,70.92,28.72,62.15,67.42,1.31,0.92,11.05,67.55,1.58,16.28,0.3,9.04,129.17,553.5,1.2,0.05
28/07/2016 11:00:00,50.52,121.75,312.08,56.43,30.41,61.65,61.25,1.32,0.84,10.86,31.27,1.42,12.18,0.28,10.70,108.67,553.5,1.18,0.05
28/07/2016 12:00:00,39.91,149.42,266.92,26.67,30.11,41.31,61.58,1.07,0.63,4.92,19.0,1.36,4.19,0.23,12.10,96.00,553.5,1.53,0.1
28/07/2016 13:00:00,39.63,141.92,272.83,19.28,31.07,40.88,58.25,1.13,0.47,4.72,42.0,1.29,4.09,0.2,21.38,73.50,553.5,1.83,0.13
28/07/2016 14:00:00,41.34,121.5,219.58,15.43,30.74,55.21,57.08,1.18,0.57,3.34,42.0,1.46,13.47,0.25,14.17,106.50,553.5,1.74,0.11
28/07/2016 15:00:00,55.57,82.83,64.17,15.95,29.11,72.86,62.33,1.49,1.22,0.4,41.0,2.09,17.05,0.38,15.70,100.67,553.5,1.34,0.13
28/07/2016 16:00:00,65.28,42.92,43.33,41.0,25.8,67.16,73.75,1.22,1.39,6.23,41.0,3.13,6.58,0.37,-1.96,169.17,553.5,2.47,0.21
28/07/2016 17:00:00,44.28,105.75,15.42,67.77,24.94,53.18,76.75,1.21,1.22,9.85,43.0,2.66,10.07,0.31,5.09,93.33,553.5,0.88,0.15
28/07/2016 18:00:00,66.73,106.33,10.42,71.17,24.21,81.25,81.5,1.43,1.59,19.1,36.45,4.39,15.98,1.4,9.06,76.17,554.0,0.45,
28/07/2016 19:00:00,72.05,147.67,8.92,60.38,24.26,108.83,83.08,1.97,2.07,17.48,7.36,9.88,32.68,2.32,10.80,34.17,559.63,0.35,
28/07/2016 20:00:00,79.48,58.42,8.75,29.62,24.54,166.29,84.0,2.75,3.33,14.42,10.82,9.13,69.92,1.14,11.92,47.67,554.25,0.37,
28/07/2016 21:00:00,72.20,39.5,8.58,23.85,24.7,162.36,84.0,2.53,4.38,14.37,26.64,10.03,71.78,0.83,270.47,62.83,553.63,0.65,0.1
28/07/2016 22:00:00,60.61,58.67,8.58,21.72,24.61,106.61,84.33,1.75,2.68,14.33,62.64,8.92,38.52,0.53,109.97,75.83,553.56,0.69,0.1
28/07/2016 23:00:00,52.36,61.08,8.83,22.06,24.58,67.12,84.0,1.27,1.32,12.59,63.82,3.49,14.98,0.32,9.66,90.83,553.5,0.73,0.1
29/07/2016 00:00:00,50.27,88.42,8.67,44.99,24.61,78.09,84.0,1.12,0.88,19.03,36.5,1.95,24.37,0.3,7.78,70.83,553.5,0.44,
29/07/2016 01:00:00,39.28,83.17,8.83,74.55,24.67,46.88,84.0,1.03,0.62,19.04,39.36,1.93,8.72,0.3,8.56,78.50,553.5,0.37,
29/07/2016 02:00:00,38.18,72.42,8.92,70.72,24.72,49.46,83.92,1.02,0.47,20.03,30.55,2.28,11.33,0.22,9.19,96.17,553.5,0.48,
29/07/2016 03:00:00,39.12,76.17,8.67,59.36,24.59,54.55,83.08,1.02,0.5,18.78,25.45,2.62,14.42,0.24,12.17,102.17,553.5,0.39,
29/07/2016 04:00:00,38.66,75.42,8.67,28.12,24.48,55.07,83.5,1.02,0.43,16.33,33.09,1.38,15.12,0.25,20.75,120.83,553.5,0.47,
29/07/2016 05:00:00,41.61,84.42,9.33,23.77,24.39,71.44,83.83,1.03,0.43,17.75,41.0,1.48,25.18,0.23,12.89,83.00,553.5,0.31,
29/07/2016 06:00:00,47.38,95.08,25.25,22.67,24.71,110.74,83.83,1.24,0.56,9.28,57.55,1.82,50.18,0.3,16.44,79.50,553.5,0.37,
29/07/2016 07:00:00,54.02,71.58,90.83,17.79,25.55,172.97,82.0,1.84,1.13,9.67,84.73,2.21,91.42,0.42,19.42,124.50,553.5,1.04,0.1
29/07/2016 08:00:00,60.98,67.33,147.75,41.9,26.74,144.35,77.5,1.59,1.1,12.31,110.64,2.27,65.94,0.4,14.38,187.67,553.5,0.82,
29/07/2016 09:00:00,59.05,67.67,149.33,64.09,27.28,99.82,74.42,1.53,0.91,15.0,89.6,2.16,34.56,0.3,14.98,182.33,553.5,1.22,0.1
29/07/2016 10:00:00,47.42,78.83,128.67,63.84,27.57,82.65,73.0,1.45,1.22,14.04,73.09,2.15,29.57,0.3,9.73,132.83,553.5,1.41,-1
29/07/2016 11:00:00,57.02,113.58,57.83,57.85,26.82,96.88,75.25,1.66,1.74,14.23,26.73,2.38,33.80,0.4,17.96,106.00,553.5,0.89,0.1
29/07/2016 12:00:00,61.42,133.42,72.67,22.96,26.01,86.23,78.83,1.51,2.17,2.34,36.09,4.18,23.07,0.58,38.04,116.50,553.5,0.71,
29/07/2016 13:00:00,58.82,113.17,85.0,17.72,25.8,105.21,80.33,1.57,2.18,-2.1,34.45,3.91,38.68,0.8,14.73,71.50,553.5,0.48,
29/07/2016 14:00:00,77.33,51.25,97.42,16.53,26.0,114.01,81.25,1.98,2.45,-1.85,87.45,5.97,33.02,1.59,18.83,82.83,553.5,0.73,
29/07/2016 15:00:00,90.66,91.33,50.17,17.09,25.84,102.86,81.92,1.96,3.18,-2.5,96.4,5.27,16.17,0.85,25.93,84.33,553.5,1.12,0.05
29/07/2016 16:00:00,71.83,124.58,16.83,30.36,23.73,85.66,83.92,1.19,1.61,0.57,106.0,3.51,15.87,0.58,-0.62,106.67,561.75,1.1,0.1
29/07/2016 17:00:00,65.63,102.42,28.83,44.28,24.07,139.42,84.75,1.81,1.74,5.52,28.0,2.77,59.22,0.5,5.08,37.67,565.39,0.48,
29/07/2016 18:00:00,68.92,121.83,19.75,65.93,24.39,183.72,84.0,2.47,3.28,12.47,25.09,6.38,89.56,0.78,11.40,50.00,553.56,0.43,
29/07/2016 19:00:00,69.21,108.58,9.33,62.15,24.54,180.07,84.0,2.97,4.05,15.55,14.73,7.62,86.70,0.89,19.07,49.00,553.56,0.43,
29/07/2016 20:00:00,69.18,117.75,8.83,27.16,24.69,209.94,84.0,3.32,4.42,9.24,27.0,8.61,108.60,0.88,177.76,66.00,553.5,0.34,
29/07/2016 21:00:00,66.41,134.17,8.5,22.65,24.67,201.40,84.0,3.02,5.05,8.32,35.55,9.44,104.14,0.9,115.34,56.67,553.5,0.45,
29/07/2016 22:00:00,62.07,126.25,8.83,20.42,24.5,126.17,84.0,1.75,3.13,7.52,67.09,4.65,51.91,0.63,11.97,81.50,553.5,0.53,
29/07/2016 23:00:00,57.48,122.83,8.83,20.62,24.67,109.63,84.0,1.47,1.98,7.19,36.55,2.84,42.78,0.35,8.29,62.33,553.5,0.47,0.1
30/07/2016 00:00:00,50.18,105.92,8.83,40.91,24.67,75.14,83.33,1.19,1.56,13.88,36.27,2.81,22.27,0.53,6.93,56.50,553.5,0.64,0.1
30/07/2016 01:00:00,44.39,95.0,8.75,69.13,24.59,61.98,83.0,0.95,0.9,14.06,27.27,2.04,16.43,0.48,8.32,68.67,553.5,0.63,
30/07/2016 02:00:00,32.92,123.25,8.67,67.68,24.48,36.99,83.0,0.74,0.48,16.21,38.36,1.59,5.62,0.34,8.03,64.17,553.5,0.83,-0.03
30/07/2016 03:00:00,29.93,100.17,8.58,56.38,24.47,33.50,83.0,0.7,0.27,14.62,19.64,1.28,5.02,0.2,8.12,47.33,553.5,0.48,-0.1
30/07/2016 04:00:00,32.52,87.08,8.58,25.42,24.42,39.25,83.0,0.74,0.18,10.61,9.0,1.18,7.53,0.14,12.55,30.17,553.5,0.58,0.1
30/07/2016 05:00:00,33.59,83.67,11.25,21.73,24.06,47.36,83.83,0.9,0.24,13.02,53.0,1.57,12.76,0.18,13.31,20.00,566.5,0.78,
30/07/2016 06:00:00,33.51,114.08,39.42,21.02,24.18,64.17,85.0,0.98,0.28,7.87,60.82,1.41,25.13,0.2,12.14,70.67,562.5,0.73,
30/07/2016 07:00:00,39.08,179.08,38.25,19.82,23.78,49.23,84.17,0.91,0.38,5.27,80.55,1.3,10.56,0.22,9.22,89.50,554.4,1.26,0.1
30/07/2016 08:00:00,38.43,142.17,85.83,42.73,24.35,79.85,83.92,1.11,0.58,10.61,11.91,1.13,33.40,0.23,8.59,43.50,553.63,0.61,
30/07/2016 09:00:00,35.36,164.5,78.42,65.94,24.71,45.82,82.67,1.07,0.58,8.62,14.18,1.0,10.49,0.2,8.79,47.67,553.5,0.81,0.1
30/07/2016 10:00:00,47.42,57.92,126.25,60.72,25.28,72.24,81.83,1.32,0.87,10.17,11.64,1.51,21.95,0.32,9.28,31.83,553.5,0.47,
30/07/2016 11:00:00,69.06,83.75,235.25,53.18,26.74,92.15,78.08,1.65,1.57,12.76,33.36,2.27,22.43,0.63,11.66,39.00,553.5,0.76,-1
30/07/2016 12:00:00,82.42,52.83,174.25,25.14,27.5,89.56,74.83,2.08,1.89,7.82,16.82,3.47,11.83,0.73,17.03,59.83,553.5,1.25,0.09
30/07/2016 13:00:00,61.13,100.67,70.83,16.26,25.38,85.69,80.17,1.58,2.03,5.83,23.09,3.77,22.88,0.56,20.77,85.67,553.5,0.66,-0.1
30/07/2016 14:00:00,59.00,127.92,38.5,14.6,25.22,84.55,83.0,1.69,1.53,4.59,57.55,2.27,23.43,0.36,11.88,69.83,,0.55,
30/07/2016 15:00:00,59.07,122.0,29.33,15.07,24.63,135.11,83.92,1.98,2.66,8.6,61.0,3.97,60.41,0.57,10.03,69.83,581.25,0.46,
30/07/2016 16:00:00,88.91,120.92,34.33,30.02,24.65,159.20,84.33,2.09,3.13,11.28,24.45,6.33,58.56,0.75,5.61,52.83,555.0,0.38,
30/07/2016 17:00:00,87.13,118.0,25.5,39.68,24.83,185.47,85.0,2.42,3.72,11.58,24.73,7.71,78.96,1.04,11.94,73.67,553.5,0.47,
30/07/2016 18:00:00,75.64,168.33,14.58,55.3,24.89,193.21,85.0,3.1,4.34,18.78,35.91,7.65,92.13,1.11,15.21,81.17,553.5,0.37,
30/07/2016 19:00:00,73.60,163.92,8.92,57.14,24.83,209.85,85.0,3.39,5.29,17.41,34.27,10.55,105.64,1.2,19.87,80.33,553.5,0.43,
30/07/2016 20:00:00,62.89,170.67,8.75,23.17,24.62,178.14,85.0,2.5,5.04,14.1,41.18,7.2,89.42,0.93,9.94,86.50,553.5,0.43,
30/07/2016 21:00:00,56.27,162.75,8.92,17.27,24.63,158.15,85.0,2.51,3.9,13.35,13.27,5.17,79.11,0.78,13.16,39.83,553.5,0.35,
30/07/2016 22:00:00,52.13,171.42,8.83,16.73,24.71,126.74,84.58,2.21,3.3,10.19,46.55,5.08,58.79,0.9,11.42,68.67,553.5,0.3,
30/07/2016 23:00:00,53.04,127.17,8.67,16.42,24.71,137.07,84.0,2.03,2.78,11.78,48.27,4.44,65.78,0.78,10.79,66.50,553.5,0.32,
31/07/2016 00:00:00,84.64,87.42,8.67,33.19,24.69,155.13,84.0,1.83,2.69,10.67,43.91,4.35,58.38,0.78,32.73,70.33,553.5,0.35,
31/07/2016 01:00:00,55.01,110.83,8.92,49.41,24.58,106.96,84.0,1.59,1.83,12.79,44.45,3.08,42.42,0.51,483.31,103.33,553.5,0.3,
31/07/2016 02:00:00,44.79,70.75,8.67,65.05,24.53,71.65,84.0,1.24,1.49,11.71,65.36,3.18,23.23,0.43,103.52,109.00,553.5,0.47,
31/07/2016 03:00:00,35.73,76.58,8.75,58.71,24.43,47.82,84.0,0.94,0.71,11.86,46.82,2.57,11.69,0.31,10.79,104.83,553.5,0.4,
31/07/2016 04:00:00,32.65,84.67,8.75,24.57,24.32,49.32,84.0,0.94,0.52,4.88,31.73,1.7,14.82,0.23,7.33,101.50,553.5,0.4,
31/07/2016 05:00:00,29.79,76.0,10.08,18.42,24.3,61.68,84.83,1.0,0.47,5.22,21.45,1.43,25.74,0.23,10.38,65.83,553.5,0.35,
31/07/2016 06:00:00,31.08,86.25,26.83,17.39,24.45,92.24,85.0,1.22,0.62,8.03,78.55,1.72,47.27,0.27,11.78,79.83,553.5,0.33,
31/07/2016 07:00:00,33.95,62.5,63.67,16.78,24.95,95.90,84.08,1.34,0.82,7.74,79.55,3.31,48.12,0.43,11.51,114.83,553.5,0.63,0.1
31/07/2016 08:00:00,65.34,70.25,119.58,34.93,25.72,114.00,81.33,1.26,0.9,11.64,138.36,1.79,40.85,0.37,-1.55,160.50,553.5,0.79,0.1
31/07/2016 09:00:00,48.70,77.67,148.83,43.72,26.53,89.88,77.0,1.3,0.76,12.78,72.91,1.51,34.04,0.3,5.62,123.17,553.5,0.94,0.2
31/07/2016 10:00:00,50.33,76.17,172.58,54.41,27.3,86.02,73.67,1.3,0.84,14.43,88.82,2.02,30.13,0.23,8.44,149.33,553.5,0.95,0.1
31/07/2016 11:00:00,39.90,71.83,236.0,54.14,28.01,61.82,71.25,1.12,1.02,11.21,56.82,2.02,19.24,0.2,8.46,145.33,553.5,1.22,0.07
31/07/2016 12:00:00,43.33,77.17,296.75,22.96,29.3,70.34,66.58,1.01,0.82,5.0,38.0,1.54,23.22,0.2,7.92,118.17,553.5,1.66,0.06
31/07/2016 13:00:00,36.68,75.92,237.33,16.68,29.34,54.89,65.33,1.02,0.83,1.49,57.0,1.78,16.26,0.2,10.60,138.17,553.5,1.55,0.1
31/07/2016 14:00:00,38.74,90.58,224.67,15.77,29.85,54.90,63.0,1.01,0.58,0.13,54.6,1.17,14.92,0.2,10.78,207.33,553.5,1.68,-0.07
31/07/2016 15:00:00,34.62,90.75,205.42,12.79,29.82,46.11,62.25,0.98,0.62,0.12,40.27,1.48,11.15,0.18,10.63,209.83,553.5,1.78,-0.1
31/07/2016 16:00:00,43.98,89.92,120.67,32.07,28.93,59.43,65.0,1.15,0.69,6.29,16.82,1.53,14.83,0.22,-6.18,278.83,553.5,1.59,-0.02
31/07/2016 17:00:00,39.42,93.67,62.0,52.85,28.19,61.41,66.5,1.27,0.93,8.02,14.82,1.66,19.23,0.23,1.12,388.17,553.5,1.49,-0.04
31/07/2016 18:00:00,44.18,112.83,25.17,57.2,27.31,61.55,68.58,1.26,0.99,6.85,42.73,1.58,16.24,0.32,6.32,522.83,553.5,1.02,-1
31/07/2016 19:00:00,53.83,120.33,9.17,53.98,26.39,73.63,70.75,1.46,1.13,4.51,9.6,1.63,18.79,0.29,8.47,289.50,553.5,0.62,-1
31/07/2016 20:00:00,70.73,93.75,8.83,23.18,26.15,151.05,72.92,2.3,2.37,3.03,5.45,2.58,64.49,0.41,107.49,228.50,553.5,0.57,
31/07/2016 21:00:00,60.45,134.75,8.75,20.82,25.77,97.22,75.17,1.69,2.58,1.27,6.82,2.88,31.75,0.48,67.24,542.67,553.5,0.63,0.1
31/07/2016 22:00:00,56.37,116.75,8.67,19.96,25.57,87.67,76.67,1.53,1.57,-0.21,22.73,2.04,27.43,0.32,10.81,194.83,553.5,0.51,
31/07/2016 23:00:00,55.25,130.42,8.75,19.2,25.48,74.96,77.92,1.35,1.31,1.71,19.18,1.97,18.86,0.31,11.32,167.83,553.5,0.46,0.1
01/08/2016 00:00:00,49.18,110.0,8.83,40.19,25.37,64.37,79.0,1.2,1.03,9.15,27.73,1.81,15.04,0.28,7.99,176.33,553.5,0.44,
01/08/2016 01:00:00,44.72,106.67,8.58,54.27,25.2,50.73,79.92,1.03,0.69,10.49,23.64,1.33,8.00,0.2,9.04,128.17,553.5,0.38,
