Time,R K Puram/Wind Speed (WS),R K Puram/Nitrogen Dioxide(NO2),R K Puram/Wind Direction(WD),R K Puram/Solar Radiation(SR),R K Puram/Ammonia(NH3),R K Puram/Temperature(AT),R K Puram/Oxides of Nitrogen(NOx),R K Puram/Relative Humidity(RH),R K Puram/Carbon Monoxide(CO),R K Puram/P Xylene(PXY),R K Puram/Sulfur Dioxide(SO2),R K Puram/PM2.5(PM2.5),R K Puram/Toluene(TOL),R K Puram/Nitric Oxide(NO),R K Puram/Benzene(BEN),R K Puram/Ozone(O3),R K Puram/PM10(PM10),R K Puram/Bar Pressure(BP),R K Puram/Vertical Wind Speed(VWS)
05/05/2011 05:00:00,2.17,19.38,159.5,,55.98,,23.00,64.83,,,24.27,,,3.08,,,,,
05/05/2011 06:00:00,2.4,30.75,153.83,,50.68,,35.30,68.5,,,24.97,,,4.1,,,,,
05/05/2011 07:00:00,1.9,44.37,193.83,,48.4,,53.25,73.33,,,27.95,,,7.47,,,,,
05/05/2011 08:00:00,1.88,49.18,242.67,,22.18,,53.68,71.83,,,44.2,,,4.62,,,,,
05/05/2011 09:00:00,2.63,37.42,253.17,,15.4,,42.03,71.67,,,16.83,,,4.33,,,,,
05/05/2011 10:00:00,2.22,37.4,207.67,,10.72,,42.70,68.33,,,6.53,,,4.75,,,,,
05/05/2011 11:00:00,3.07,46.25,116.33,,10.35,,56.02,63.83,2.14,,5.25,,,8.12,,,,,
05/05/2011 12:00:00,3.13,43.93,128.0,,105.85,,51.52,55.17,1.62,,36.43,,,6.57,,,,,
05/05/2011 13:00:00,3.23,44.35,130.5,,92.75,,49.93,51.83,1.45,,63.8,,,5.2,,,,,
05/05/2011 14:00:00,2.95,47.8,127.0,,73.3,,54.87,48.17,0.55,,92.13,,,6.37,,,,,
05/05/2011 15:00:00,2.22,,200.33,,,,,45.5,,,61.05,,,,,,,,
05/05/2011 16:00:00,1.37,2.5,172.0,,0.93,,2.80,44.17,0.77,,51.82,,,2.2,,,,,
05/05/2011 17:00:00,1.32,48.76,178.5,,,,50.76,47.0,1.2,,53.03,,,2.73,,,,,
05/05/2011 18:00:00,0.92,81.63,192.83,,,,81.93,49.67,1.55,,26.97,,,2.78,,,,,
05/05/2011 19:00:00,1.03,88.42,179.83,,,,88.77,51.33,1.85,,15.72,,,3.03,,,,,
05/05/2011 20:00:00,1.02,89.88,263.0,,,,91.10,54.33,1.77,,26.87,,,3.65,,,,,
05/05/2011 21:00:00,1.08,88.35,196.5,,,,91.47,56.33,1.55,,42.58,,,4.87,,,,,
05/05/2011 22:00:00,1.87,83.75,261.5,,,,89.02,61.33,1.48,,37.53,,,6.2,,,,,
05/05/2011 23:00:00,2.73,54.5,147.83,,,,59.35,76.0,0.6,,24.17,,,5.05,,,,,
06/05/2011 00:00:00,1.88,41.28,98.83,,,,42.07,79.83,1.12,,14.35,,,2.28,,,,,
06/05/2011 01:00:00,1.37,66.85,108.0,,,,70.92,81.83,1.3,,5.25,,,4.9,,,,,
06/05/2011 02:00:00,1.65,65.28,134.67,,,,68.58,77.33,1.18,,0.84,,,4.32,,,,,
06/05/2011 03:00:00,2.35,40.03,123.0,,,,42.50,72.5,0.63,,,,,2.95,,,,,
06/05/2011 04:00:00,2.85,28.63,96.0,,,,30.83,73.83,0.43,,12.08,,,2.4,,,,,
06/05/2011 05:00:00,2.85,41.27,109.33,,,,45.40,78.83,0.52,,34.53,,,4.08,,,,,
06/05/2011 06:00:00,2.93,42.73,123.17,,,,50.75,73.17,0.57,,35.18,,,6.82,,,,,
06/05/2011 07:00:00,2.7,55.18,119.83,,,,72.58,66.83,0.97,,34.82,,,13.6,,,,,
06/05/2011 08:00:00,3.4,44.33,124.17,,,,53.25,63.17,1.0,,30.03,,,7.47,,,,,
06/05/2011 09:00:00,3.75,38.33,127.17,,,,46.78,58.83,1.0,,20.02,,,6.98,,,,,
06/05/2011 10:00:00,3.73,32.78,134.17,,,,38.93,54.83,1.02,,9.27,,,5.2,,,,,
06/05/2011 11:00:00,3.43,23.32,217.17,,3.48,,27.90,50.67,0.95,,7.88,,,3.85,,,,,
06/05/2011 12:00:00,2.73,17.67,192.5,,4.63,,21.05,46.5,0.58,,37.2,,,2.85,,,,,
06/05/2011 13:00:00,2.73,18.57,217.83,,6.43,,22.15,43.17,0.4,,32.1,,,3.0,,,,,
06/05/2011 14:00:00,2.35,18.05,215.0,,7.17,,21.20,41.17,,,47.58,,,2.72,,,,,
06/05/2011 15:00:00,2.37,,238.0,,,,,38.5,0.25,,19.14,,,,,,,,
06/05/2011 16:00:00,1.83,62.8,125.0,,,,62.13,43.0,2.06,,23.17,,,2.08,,,,,
06/05/2011 17:00:00,4.35,52.32,88.33,,0.3,,55.47,48.83,2.82,,22.3,,,3.78,,,,,
06/05/2011 18:00:00,5.03,34.95,105.17,,0.6,,38.23,70.17,2.73,,11.62,,,3.35,,,,,
06/05/2011 19:00:00,5.58,34.45,86.5,,3.95,,38.10,58.5,2.62,,7.18,,,3.57,,,,,
06/05/2011 20:00:00,4.15,31.22,93.67,,4.67,,34.52,62.17,2.37,,13.15,,,3.22,,,,,
06/05/2011 21:00:00,2.45,61.48,108.67,,,,66.53,63.83,2.58,,17.82,,,5.38,,,,,
06/05/2011 22:00:00,2.73,48.75,160.5,,4.05,,52.02,62.17,2.47,,18.27,,,3.78,,,,,
06/05/2011 23:00:00,2.62,23.22,229.67,,2.55,,25.30,69.33,2.4,,11.93,,,2.13,,,,,
07/05/2011 00:00:00,1.78,22.53,139.5,,1.07,,22.60,64.67,2.52,,9.22,,,1.1,,,,,
07/05/2011 01:00:00,1.68,38.77,231.5,,0.7,,39.80,58.0,2.37,,7.35,,,1.92,,,,,
07/05/2011 02:00:00,2.57,18.95,242.0,,2.75,,21.02,57.17,2.08,,5.7,,,2.02,,,,,
07/05/2011 03:00:00,2.12,44.02,107.33,,1.5,,45.88,62.67,2.2,,5.3,,,2.67,,,,,
07/05/2011 04:00:00,2.33,37.73,114.83,,,,40.13,77.5,1.98,,14.53,,,2.82,,,,,
07/05/2011 05:00:00,1.7,43.72,111.67,,,,46.47,75.83,2.05,,26.18,,,3.23,,,,,
07/05/2011 06:00:00,1.32,52.03,242.33,,,,58.68,74.5,2.13,,23.32,,,6.2,,,,,
07/05/2011 07:00:00,1.3,50.07,253.5,,,,60.07,66.5,2.38,,23.17,,,8.38,,,,,
07/05/2011 08:00:00,2.37,38.8,268.0,,,,45.27,57.5,2.52,,22.0,,,5.63,,,,,
07/05/2011 09:00:00,3.25,29.97,200.83,,1.85,,35.83,50.17,2.35,,10.37,,,4.97,,,,,
07/05/2011 10:00:00,3.57,22.0,135.67,,6.2,,25.50,46.67,2.42,,7.98,,,3.07,,,,,
07/05/2011 11:00:00,3.12,16.13,152.83,,108.63,,20.83,43.83,2.38,,11.35,,,3.72,,,,,
07/05/2011 12:00:00,3.1,22.23,149.67,,46.25,,26.22,43.5,2.22,,23.77,,,3.42,,,,,
07/05/2011 13:00:00,2.85,23.32,178.17,,50.9,,27.73,41.17,2.1,,19.57,,,3.75,,,,,
07/05/2011 14:00:00,2.73,21.97,163.0,,50.93,,25.93,41.0,1.1,,47.97,,,3.4,,,,,
07/05/2011 15:00:00,2.78,14.07,175.17,,23.37,,13.40,42.17,0.45,,17.97,,,-1,,,,,
07/05/2011 16:00:00,2.58,16.15,206.67,,20.0,,18.57,42.17,1.75,,16.23,,,2.17,,,,,
07/05/2011 17:00:00,2.4,24.9,194.5,,22.03,,27.55,43.5,1.67,,17.12,,,2.58,,,,,
07/05/2011 18:00:00,1.85,31.43,199.67,,16.07,,33.58,45.33,1.98,,16.97,,,2.47,,,,,
07/05/2011 19:00:00,1.22,56.97,210.0,,14.07,,57.98,46.0,2.4,,13.5,,,2.48,,,,,
07/05/2011 20:00:00,1.02,75.83,236.5,,20.93,,75.53,47.17,2.57,,15.37,,,2.18,,,,,
07/05/2011 21:00:00,0.93,77.87,258.67,,22.87,,77.70,49.0,2.57,,15.17,,,2.33,,,,,
08/05/2011 12:00:00,2.6,19.3,102.0,,35.7,,21.70,35.0,,,48.6,,,2.2,,,,,
08/05/2011 13:00:00,2.8,19.25,131.33,,30.92,,21.75,33.5,,,49.07,,,2.33,,,,,
08/05/2011 14:00:00,3.67,22.45,116.5,,20.75,,24.52,30.67,1.47,,57.62,,,2.08,,,,,
08/05/2011 15:00:00,3.53,19.73,140.83,,20.87,,21.68,32.0,1.42,,22.55,,,1.93,,,,,
08/05/2011 16:00:00,2.73,18.18,192.0,,17.33,,20.43,33.83,1.42,,22.55,,,2.12,,,,,
08/05/2011 17:00:00,2.52,22.72,177.33,,14.6,,24.95,34.67,1.42,,19.7,,,2.27,,,,,
08/05/2011 18:00:00,1.43,70.95,90.0,,14.8,,70.38,40.0,1.97,,20.07,,,1.82,,,,,
08/05/2011 19:00:00,0.55,133.13,124.17,,15.9,,147.20,46.67,3.03,,22.0,,,13.77,,,,,
08/05/2011 20:00:00,0.68,142.05,257.17,,35.77,,244.53,56.33,5.32,,23.43,,,74.52,,,,,
08/05/2011 21:00:00,0.58,131.55,276.0,,30.58,,451.07,64.67,7.47,,26.6,,,222.58,,,,,
08/05/2011 22:00:00,0.4,121.85,231.17,,30.73,,472.82,69.17,7.6,,24.53,,,243.75,,,,,
08/05/2011 23:00:00,0.68,117.52,255.67,,28.65,,486.83,69.0,7.0,,22.17,,,256.17,,,,,
09/05/2011 00:00:00,0.7,105.18,229.67,,19.35,,369.10,69.67,6.07,,13.68,,,183.73,,,,,
09/05/2011 01:00:00,0.75,79.53,246.83,,10.38,,188.67,66.33,4.25,,6.45,,,77.08,,,,,
09/05/2011 02:00:00,0.65,76.78,227.33,,8.07,,92.85,62.5,3.17,,3.3,,,13.38,,,,,
09/05/2011 03:00:00,2.78,30.1,267.83,,7.93,,31.77,54.5,2.63,,2.12,,,2.08,,,,,
09/05/2011 04:00:00,0.73,20.65,222.33,,9.08,,22.70,57.67,2.5,,1.78,,,2.03,,,,,
09/05/2011 05:00:00,1.2,50.77,214.5,,66.08,,52.02,57.17,2.6,,3.42,,,2.48,,,,,
09/05/2011 06:00:00,0.37,49.12,168.5,,54.38,,54.43,62.17,,,8.72,,,5.15,,,,,
09/05/2011 07:00:00,1.08,70.23,250.17,,45.77,,82.73,53.17,,,11.63,,,10.72,,,,,
09/05/2011 08:00:00,3.57,43.08,269.83,,23.15,,51.28,37.83,,,35.08,,,6.93,,,,,
09/05/2011 09:00:00,3.08,27.3,263.33,,26.33,,32.10,34.33,,,27.43,,,4.13,,,,,
09/05/2011 10:00:00,2.12,29.72,207.5,,25.77,,32.77,31.83,,,29.0,,,3.0,,,,,
09/05/2011 11:00:00,1.9,35.43,148.83,,27.43,,38.18,30.0,,,43.8,,,3.02,,,,,
09/05/2011 12:00:00,2.47,20.62,188.83,,37.05,,23.45,28.83,,,39.97,,,2.58,,,,,
09/05/2011 13:00:00,2.48,23.53,168.33,,31.92,,26.87,28.5,,,36.5,,,3.02,,,,,
09/05/2011 14:00:00,2.88,27.92,206.33,,35.67,,31.10,28.33,1.15,,54.42,,,3.07,,,,,
09/05/2011 15:00:00,3.5,26.63,184.83,,40.53,,29.80,27.0,1.07,,21.8,,,2.98,,,,,
09/05/2011 16:00:00,3.4,22.47,170.67,,20.3,,23.03,27.33,1.38,,17.3,,,1.38,,,,,
09/05/2011 17:00:00,2.32,26.77,162.5,,14.27,,28.07,28.0,1.57,,16.28,,,1.72,,,,,
09/05/2011 18:00:00,1.05,66.48,172.5,,12.75,,65.83,32.5,2.1,,24.15,,,1.67,,,,,
09/05/2011 19:00:00,0.78,143.9,245.0,,17.15,,177.20,38.83,4.23,,30.23,,,27.25,,,,,
09/05/2011 20:00:00,0.72,136.28,251.67,,38.15,,230.23,43.5,5.57,,48.62,,,68.47,,,,,
09/05/2011 21:00:00,0.72,123.13,256.83,,51.4,,300.62,51.67,6.9,,41.87,,,125.22,,,,,
09/05/2011 22:00:00,0.52,112.38,254.67,,59.77,,397.33,57.83,7.8,,35.85,,,198.32,,,,,
09/05/2011 23:00:00,0.55,102.52,254.5,,68.15,,550.58,65.0,,,33.77,,,309.57,,,,,
10/05/2011 00:00:00,0.63,95.77,247.83,,34.88,,639.18,65.83,,,27.12,,,374.52,,,,,
10/05/2011 01:00:00,0.43,88.82,191.83,,25.68,,499.03,63.17,,,19.07,,,283.22,,,,,
10/05/2011 02:00:00,0.83,92.05,256.17,,27.72,,296.78,54.0,,,18.1,,,142.85,,,,,
10/05/2011 03:00:00,1.87,94.55,274.5,,25.33,,261.07,44.5,,,75.95,,,116.8,,,,,
10/05/2011 04:00:00,2.13,54.95,264.0,,38.55,,81.60,38.83,,,53.75,,,19.93,,,,,
10/05/2011 05:00:00,2.58,33.63,269.5,,30.97,,36.65,38.83,,,13.62,,,3.12,,,,,
10/05/2011 06:00:00,3.2,32.87,264.17,,31.28,,40.03,39.0,,,14.78,,,5.95,,,,,
10/05/2011 07:00:00,3.87,34.08,263.0,,35.22,,47.90,39.0,,,15.15,,,10.52,,,,,
10/05/2011 08:00:00,4.1,22.7,256.5,,19.03,,28.00,38.83,,,19.05,,,4.35,,,,,
10/05/2011 09:00:00,3.68,15.33,224.83,,16.13,,20.37,36.83,,,26.1,,,3.93,,,,,
10/05/2011 10:00:00,2.45,16.3,207.83,,15.15,,19.23,33.17,,,22.03,,,2.5,,,,,
10/05/2011 11:00:00,2.98,17.7,234.33,,20.23,,20.58,29.83,0.66,,18.82,,,2.55,,,,,
10/05/2011 12:00:00,3.6,18.18,185.67,,29.42,,20.77,26.5,0.58,,20.0,,,2.33,,,,,
10/05/2011 13:00:00,3.75,18.87,192.17,,31.02,,21.87,25.0,0.47,,15.13,,,2.65,,,,,
10/05/2011 14:00:00,3.62,23.53,177.17,,35.02,,28.38,25.17,0.2,,36.78,,,4.07,,,,,
10/05/2011 15:00:00,4.07,23.24,125.5,,19.64,,24.24,26.0,0.78,,13.47,,,1.44,,,,,
10/05/2011 16:00:00,3.13,28.27,147.5,,14.95,,30.87,26.17,0.35,,11.97,,,2.65,,,,,
10/05/2011 17:00:00,3.07,31.38,218.5,,10.72,,34.00,27.0,0.52,,8.82,,,2.77,,,,,
10/05/2011 18:00:00,1.47,62.75,136.83,,9.5,,74.00,28.5,0.97,,9.75,,,9.65,,,,,
10/05/2011 19:00:00,0.78,94.8,182.17,,11.42,,162.65,36.67,2.35,,14.37,,,49.35,,,,,
10/05/2011 20:00:00,0.75,99.3,165.5,,16.92,,335.08,45.17,4.73,,18.75,,,164.32,,,,,
10/05/2011 21:00:00,0.82,122.63,225.5,,20.28,,416.82,49.83,5.87,,19.02,,,204.98,,,,,
10/05/2011 22:00:00,0.78,109.5,230.83,,24.03,,444.55,54.17,5.92,,16.42,,,232.48,,,,,
10/05/2011 23:00:00,0.83,103.63,234.83,,25.65,,371.97,55.5,4.48,,15.25,,,186.68,,,,,
11/05/2011 00:00:00,0.7,93.72,168.83,,20.02,,329.80,59.33,3.72,,14.03,,,164.32,,,,,
11/05/2011 01:00:00,0.43,80.32,237.67,,9.95,,285.40,60.5,3.12,,11.63,,,142.72,,,,,
11/05/2011 02:00:00,0.47,62.23,139.0,,5.27,,170.65,55.5,1.92,,9.55,,,76.05,,,,,
11/05/2011 03:00:00,0.63,51.95,175.0,,7.17,,111.13,51.83,1.22,,7.52,,,42.08,,,,,
11/05/2011 04:00:00,1.25,55.22,222.83,,100.42,,132.02,50.17,0.95,,9.95,,,54.25,,,,,
11/05/2011 05:00:00,2.27,52.35,258.67,,43.43,,89.32,47.83,1.08,,21.65,,,26.92,,,,,
11/05/2011 06:00:00,1.82,59.32,256.0,,43.38,,81.70,47.17,1.72,,45.93,,,17.15,,,,,
11/05/2011 07:00:00,1.98,55.93,260.67,,38.92,,77.12,46.17,1.37,,47.97,,,16.22,,,,,
11/05/2011 08:00:00,3.33,25.1,247.5,,17.7,,31.15,46.17,0.83,,28.73,,,4.92,,,,,
11/05/2011 09:00:00,3.82,17.97,241.0,,11.73,,21.83,45.17,0.85,,20.05,,,3.2,,,,,
11/05/2011 10:00:00,3.5,14.65,212.83,,21.93,,17.57,42.0,0.68,,17.47,,,2.43,,,,,
11/05/2011 11:00:00,3.12,15.77,205.83,,35.42,,19.32,37.33,0.63,,22.87,,,2.92,,,,,
11/05/2011 12:00:00,3.22,16.37,199.67,,43.65,,20.50,34.0,0.52,,24.27,,,3.32,,,,,
11/05/2011 13:00:00,3.45,16.98,192.33,,33.05,,20.10,32.83,0.53,,24.37,,,2.67,,,,,
11/05/2011 14:00:00,2.87,19.95,203.17,,33.75,,23.80,29.0,0.3,,48.27,,,3.25,,,,,
11/05/2011 15:00:00,3.3,23.58,129.33,,33.18,,27.82,25.83,0.3,,14.97,,,3.58,,,,,
11/05/2011 16:00:00,2.92,22.93,162.17,,17.15,,24.43,25.0,0.4,,12.82,,,1.7,,,,,
11/05/2011 17:00:00,2.1,46.7,158.5,,11.95,,48.62,27.17,0.48,,12.82,,,2.75,,,,,
11/05/2011 18:00:00,0.98,77.65,168.83,,11.03,,78.57,30.67,1.12,,14.93,,,3.05,,,,,
11/05/2011 19:00:00,0.77,112.52,250.17,,14.58,,178.42,40.0,2.97,,18.85,,,48.55,,,,,
11/05/2011 20:00:00,0.85,109.4,258.0,,20.68,,282.82,47.0,4.85,,18.03,,,122.0,,,,,
11/05/2011 21:00:00,0.53,107.28,258.17,,21.35,,458.67,52.83,7.23,,20.12,,,243.58,,,,,
11/05/2011 22:00:00,0.53,102.23,248.33,,27.25,,485.60,52.33,6.42,,19.18,,,265.3,,,,,
11/05/2011 23:00:00,0.6,91.37,202.17,,25.53,,429.85,51.67,4.6,,17.9,,,234.27,,,,,
12/05/2011 00:00:00,0.7,81.62,243.0,,23.12,,301.42,49.67,2.9,,16.37,,,152.82,,,,,
12/05/2011 01:00:00,2.57,59.27,258.83,,29.27,,182.98,46.83,1.78,,14.98,,,86.4,,,,,
12/05/2011 02:00:00,2.13,25.87,257.5,,31.27,,28.35,40.33,0.1,,15.3,,,2.52,,,,,
12/05/2011 03:00:00,1.68,33.45,254.5,,22.5,,35.95,43.83,0.25,,10.92,,,2.77,,,,,
12/05/2011 04:00:00,1.45,40.6,261.0,,46.0,,44.37,45.5,0.52,,12.38,,,3.83,,,,,
12/05/2011 05:00:00,1.25,31.23,237.83,,30.22,,33.38,45.0,0.65,,22.48,,,2.47,,,,,
12/05/2011 06:00:00,1.78,36.93,244.33,,26.3,,42.75,44.33,0.97,,33.97,,,5.13,,,,,
12/05/2011 07:00:00,1.23,53.43,199.17,,20.7,,77.72,44.5,1.33,,30.77,,,18.23,,,,,
12/05/2011 08:00:00,2.32,49.2,194.5,,14.72,,58.27,40.33,0.83,,32.55,,,7.73,,,,,
12/05/2011 09:00:00,3.77,24.02,209.5,,17.4,,29.23,35.75,0.53,,25.05,,,4.3,,,,,
12/05/2011 10:00:00,3.62,16.03,233.67,,17.47,,19.67,37.33,0.4,,16.87,,,2.98,,,,,
12/05/2011 11:00:00,3.57,12.62,213.33,,38.62,,16.47,35.5,0.33,,19.05,,,3.03,,,,,
12/05/2011 12:00:00,3.28,19.45,183.67,,23.75,,22.03,31.83,0.45,,17.08,,,2.38,,,,,
12/05/2011 13:00:00,3.2,20.27,168.5,,34.78,,24.58,30.5,0.33,,14.9,,,3.6,,,,,
12/05/2011 14:00:00,2.88,18.68,208.83,,32.55,,22.67,27.5,0.2,,32.33,,,3.3,,,,,
12/05/2011 15:00:00,2.92,15.33,212.17,,16.82,,18.37,26.0,0.34,,8.78,,,2.58,,,,,
12/05/2011 16:00:00,2.97,13.73,232.5,,10.97,,17.02,23.5,0.13,,6.98,,,2.67,,,,,
12/05/2011 17:00:00,2.38,24.92,244.17,,10.03,,27.32,26.0,0.32,,7.08,,,2.42,,,,,
12/05/2011 18:00:00,0.63,67.75,235.5,,10.28,,74.07,33.5,1.3,,9.35,,,6.42,,,,,
12/05/2011 19:00:00,0.95,92.52,188.83,,14.63,,193.02,43.0,3.35,,13.58,,,71.63,,,,,
12/05/2011 20:00:00,1.55,99.15,125.0,,19.23,,139.83,44.83,2.13,,15.05,,,30.93,,,,,
12/05/2011 21:00:00,1.33,55.42,221.0,,21.95,,57.60,46.0,1.02,,24.48,,,3.22,,,,,
12/05/2011 22:00:00,0.87,46.23,232.17,,21.28,,54.18,49.17,0.88,,23.97,,,6.87,,,,,
12/05/2011 23:00:00,0.82,57.28,231.17,,20.58,,100.75,53.33,1.13,,22.47,,,31.52,,,,,
13/05/2011 00:00:00,0.67,49.87,222.33,,17.28,,101.42,57.83,1.28,,18.45,,,36.8,,,,,
13/05/2011 01:00:00,0.8,47.12,191.83,,10.5,,92.42,55.67,1.18,,12.2,,,32.43,,,,,
13/05/2011 02:00:00,1.9,42.68,185.67,,8.78,,100.03,57.83,0.75,,8.45,,,40.52,,,,,
13/05/2011 03:00:00,2.15,48.33,101.67,,6.77,,76.72,55.17,0.62,,6.98,,,20.95,,,,,
13/05/2011 04:00:00,4.52,30.65,101.0,,49.28,,34.03,59.67,0.6,,7.43,,,3.27,,,,,
13/05/2011 05:00:00,4.35,22.33,109.17,,37.22,,25.70,60.33,0.52,,10.33,,,2.98,,,,,
13/05/2011 06:00:00,4.0,21.78,116.67,,38.2,,26.43,61.67,0.68,,10.68,,,3.85,,,,,
13/05/2011 07:00:00,3.53,30.38,125.17,,25.98,,38.27,58.67,0.67,,8.15,,,6.32,,,,,
13/05/2011 08:00:00,2.8,33.5,182.83,,18.38,,42.15,51.17,0.55,,10.07,,,6.98,,,,,
13/05/2011 09:00:00,2.52,43.33,211.5,,15.15,,54.10,45.5,0.52,,45.93,,,8.77,,,,,
13/05/2011 10:00:00,2.88,27.88,208.67,,43.13,,33.70,40.17,0.43,,90.18,,,4.85,,,,,
13/05/2011 11:00:00,2.68,27.42,147.0,,38.9,,32.15,36.83,0.5,,51.23,,,4.1,,,,,
13/05/2011 12:00:00,2.62,29.53,143.83,,28.47,,32.72,35.67,0.4,,44.67,,,3.13,,,,,
13/05/2011 13:00:00,2.35,32.62,129.67,,30.28,,36.78,34.5,0.5,,46.13,,,3.88,,,,,
13/05/2011 14:00:00,1.85,30.23,187.83,,28.18,,32.97,34.17,0.35,,69.37,,,2.83,,,,,
13/05/2011 15:00:00,2.2,28.22,108.67,,36.73,,30.60,34.17,0.45,,33.75,,,2.5,,,,,
13/05/2011 16:00:00,2.5,45.33,104.5,,23.75,,47.25,36.17,0.72,,34.5,,,2.73,,,,,
13/05/2011 17:00:00,2.02,54.62,102.0,,20.72,,56.12,37.33,0.78,,36.55,,,2.73,,,,,
13/05/2011 18:00:00,2.07,86.62,98.33,,14.83,,88.58,40.17,1.37,,30.98,,,4.05,,,,,
13/05/2011 19:00:00,1.53,89.67,139.33,,13.83,,92.93,42.17,1.58,,22.88,,,5.05,,,,,
13/05/2011 20:00:00,0.62,105.18,280.0,,19.18,,149.63,47.0,2.3,,17.73,,,33.67,,,,,
13/05/2011 21:00:00,0.42,111.57,123.83,,21.88,,222.52,50.83,3.78,,18.63,,,79.33,,,,,
13/05/2011 22:00:00,0.62,104.65,239.33,,20.92,,314.28,53.5,4.88,,20.3,,,146.62,,,,,
13/05/2011 23:00:00,0.73,97.88,258.67,,21.83,,403.47,58.83,4.73,,18.37,,,211.97,,,,,
14/05/2011 00:00:00,0.38,83.18,151.83,,20.08,,281.13,59.17,3.28,,15.12,,,137.93,,,,,
14/05/2011 01:00:00,0.55,70.82,252.33,,14.77,,183.55,63.67,2.35,,10.62,,,79.28,,,,,
14/05/2011 02:00:00,1.15,78.6,239.0,,7.03,,231.58,60.0,1.65,,7.7,,,107.03,,,,,
14/05/2011 03:00:00,0.97,68.35,222.5,,4.33,,106.42,57.33,0.8,,5.3,,,28.17,,,,,
14/05/2011 04:00:00,1.35,63.68,147.0,,100.52,,96.67,57.5,1.3,,4.68,,,24.55,,,,,
14/05/2011 05:00:00,1.0,60.87,259.5,,54.92,,86.50,60.17,1.77,,7.53,,,19.43,,,,,
14/05/2011 06:00:00,0.73,62.52,216.83,,49.33,,98.28,63.5,2.15,,15.45,,,26.42,,,,,
14/05/2011 07:00:00,1.02,88.2,210.67,,36.58,,111.50,52.83,2.23,,17.13,,,18.7,,,,,
14/05/2011 08:00:00,2.33,63.47,272.67,,31.0,,72.45,45.17,1.35,,32.02,,,8.15,,,,,
14/05/2011 09:00:00,2.77,36.98,256.0,,30.25,,40.40,40.67,0.87,,34.47,,,3.5,,,,,
14/05/2011 10:00:00,1.95,28.72,205.33,,34.25,,30.52,36.83,0.7,,37.73,,,2.13,,,,,
14/05/2011 11:00:00,2.0,21.82,128.0,,48.53,,25.35,34.17,0.67,,52.87,,,3.08,,,,,
14/05/2011 12:00:00,2.0,20.88,141.0,,36.75,,23.60,27.67,0.53,,29.65,,,2.53,,,,,
14/05/2011 13:00:00,2.57,40.33,138.33,,39.13,,42.70,30.0,0.77,,26.8,,,2.87,,,,,
14/05/2011 14:00:00,2.38,41.73,107.17,,23.22,,42.00,29.83,1.12,,66.82,,,1.5,,,,,
14/05/2011 15:00:00,2.32,37.73,113.17,,19.22,,40.00,31.17,0.73,,42.85,,,2.72,,,,,
14/05/2011 16:00:00,2.12,49.25,112.83,,17.52,,50.70,32.33,1.13,,43.17,,,2.52,,,,,
14/05/2011 17:00:00,2.45,57.48,123.5,,14.3,,59.55,30.5,1.02,,29.9,,,3.2,,,,,
14/05/2011 18:00:00,1.18,118.88,114.33,,12.62,,146.28,33.5,1.87,,26.25,,,22.45,,,,,
14/05/2011 19:00:00,0.88,124.93,151.0,,12.75,,172.28,36.67,2.32,,26.17,,,36.28,,,,,
14/05/2011 20:00:00,0.82,114.38,213.5,,19.35,,182.40,41.0,3.02,,20.83,,,50.1,,,,,
14/05/2011 21:00:00,0.63,113.87,268.83,,19.2,,225.37,45.17,3.45,,20.73,,,79.8,,,,,
14/05/2011 22:00:00,0.92,98.47,261.67,,22.75,,201.02,49.17,3.02,,19.38,,,73.2,,,,,
14/05/2011 23:00:00,0.82,76.47,178.0,,23.33,,123.40,49.17,1.62,,18.47,,,34.47,,,,,
15/05/2011 00:00:00,0.68,55.88,232.33,,17.63,,83.50,51.67,1.37,,24.28,,,20.63,,,,,
15/05/2011 01:00:00,1.0,51.57,250.83,,13.35,,67.55,51.17,0.87,,17.5,,,12.55,,,,,
15/05/2011 02:00:00,2.03,55.68,251.5,,16.97,,69.83,48.83,0.68,,16.65,,,11.43,,,,,
15/05/2011 03:00:00,1.88,25.78,257.17,,26.68,,27.43,44.17,0.55,,21.95,,,1.93,,,,,
15/05/2011 04:00:00,2.12,15.58,262.83,,39.77,,18.10,42.33,0.5,,28.45,,,2.2,,,,,
15/05/2011 05:00:00,1.72,16.4,254.17,,25.88,,19.43,43.67,0.5,,37.23,,,2.57,,,,,
15/05/2011 06:00:00,1.13,39.85,174.17,,23.68,,47.23,46.0,0.75,,38.68,,,6.32,,,,,
15/05/2011 07:00:00,1.53,30.43,206.67,,22.67,,37.08,44.0,0.63,,32.67,,,5.52,,,,,
15/05/2011 08:00:00,2.02,20.23,184.67,,13.43,,24.88,40.33,0.62,,23.65,,,3.85,,,,,
15/05/2011 09:00:00,2.47,19.08,136.0,,11.67,,22.15,37.67,0.62,,18.0,,,2.68,,,,,
15/05/2011 10:00:00,2.27,22.62,123.5,,14.0,,26.07,34.33,0.67,,23.15,,,3.05,,,,,
15/05/2011 11:00:00,1.8,23.22,197.67,,16.52,,25.28,30.5,0.6,,27.23,,,2.12,,,,,
15/05/2011 12:00:00,1.79,20.47,174.71,,20.21,,28.56,25.29,0.37,,25.61,,,2.6,,,,,
