Time,ITO/Nitrogen Dioxide(NO2),ITO/Ozone(OZONE),ITO/Ammonia(NH3),ITO/Oxides of Nitrogen(NOx),ITO/Carbon Monoxide(CO),ITO/Sulfur Dioxide(SO2),ITO/PM2.5(PM2.5),ITO/Nitric Oxide(NO),ITO/PM10(PM10)
17/03/2015 11:00:00,29.5,41.75,41.5,24.75,1.46,,,11.25,
17/03/2015 12:00:00,30.75,40.75,40.75,26.25,1.53,,,12.0,
17/03/2015 13:00:00,28.25,48.0,42.5,24.75,1.42,,,11.5,
17/03/2015 14:00:00,28.25,49.75,42.25,24.75,1.55,,,11.75,
17/03/2015 15:00:00,26.75,51.0,43.75,23.25,1.55,,,11.25,
17/03/2015 16:00:00,28.5,44.0,42.5,24.75,2.01,,,11.25,
17/03/2015 17:00:00,30.75,40.5,41.75,26.25,2.14,,,11.75,
17/03/2015 18:00:00,34.5,32.5,39.25,29.50,2.28,,,14.0,
17/03/2015 19:00:00,31.25,30.75,40.5,26.75,2.0,,,12.75,
17/03/2015 20:00:00,29.75,31.5,40.75,25.75,1.9,,,12.0,
17/03/2015 21:00:00,29.0,35.25,41.25,24.75,1.72,,,11.25,
17/03/2015 22:00:00,29.0,39.0,40.75,25.00,2.03,,,11.25,
17/03/2015 23:00:00,27.5,39.0,41.0,24.25,1.75,,,12.0,
18/03/2015 00:00:00,28.25,37.5,40.75,25.00,1.73,,,12.25,
18/03/2015 01:00:00,25.0,39.5,42.5,22.50,1.58,,,11.75,
18/03/2015 02:00:00,20.5,43.25,45.75,19.00,1.44,,,10.0,
18/03/2015 03:00:00,19.25,46.25,46.5,17.75,1.46,,,9.0,
18/03/2015 04:00:00,19.25,46.0,46.75,18.25,2.1,,,9.5,
18/03/2015 05:00:00,21.0,38.25,45.75,19.25,2.21,,,10.0,
18/03/2015 06:00:00,26.5,29.25,42.25,23.50,2.34,,,11.75,
18/03/2015 07:00:00,30.25,24.5,40.25,26.75,2.57,,,12.75,
18/03/2015 08:00:00,30.25,28.25,40.75,26.75,2.63,,,12.75,
18/03/2015 09:00:00,32.5,33.0,39.75,28.75,2.71,,,13.75,
18/03/2015 10:00:00,29.25,41.5,42.25,25.75,2.02,,,12.25,
18/03/2015 11:00:00,28.0,49.25,43.25,24.50,1.75,,,11.75,
18/03/2015 12:00:00,28.5,49.25,42.0,24.75,1.87,,,11.75,
18/03/2015 13:00:00,25.75,53.5,40.5,22.75,2.03,,,11.25,
18/03/2015 14:00:00,25.5,56.25,39.0,22.75,2.03,,,11.0,
18/03/2015 15:00:00,25.0,57.75,39.75,22.00,1.96,,,11.25,
18/03/2015 16:00:00,27.75,54.0,38.5,24.25,1.83,,,11.75,
18/03/2015 17:00:00,32.0,45.25,36.75,26.25,2.01,,,11.25,
18/03/2015 18:00:00,37.75,32.5,32.0,32.00,2.12,,,14.75,
18/03/2015 19:00:00,42.75,21.25,27.75,36.25,2.61,,,16.75,
18/03/2015 20:00:00,45.75,19.25,25.75,38.75,2.94,,,17.75,
18/03/2015 21:00:00,44.75,19.0,25.25,38.75,2.82,,,18.0,
18/03/2015 22:00:00,46.75,18.75,23.5,40.75,2.37,,,19.5,
18/03/2015 23:00:00,51.0,20.5,21.25,44.75,5.05,,,22.0,
19/03/2015 00:00:00,46.75,20.75,23.5,42.25,4.45,,,21.25,
19/03/2015 01:00:00,39.0,20.75,30.25,33.75,3.77,,,15.75,
19/03/2015 02:00:00,40.75,20.0,28.25,35.75,3.54,,,17.75,
19/03/2015 03:00:00,43.0,17.0,26.5,39.25,3.65,,,19.5,
19/03/2015 04:00:00,37.5,17.25,30.5,34.00,1.98,,,17.5,
19/03/2015 05:00:00,27.5,19.0,38.0,24.00,1.7,,,11.75,
19/03/2015 06:00:00,28.75,17.5,37.0,25.00,1.75,,,12.0,
19/03/2015 07:00:00,34.25,19.25,33.0,29.75,1.87,,,14.5,
19/03/2015 08:00:00,31.75,25.0,34.5,28.00,1.87,,,13.25,
19/03/2015 09:00:00,36.0,29.25,32.25,30.50,2.09,,,13.75,
19/03/2015 10:00:00,31.25,34.75,35.5,26.50,1.88,,,11.75,
19/03/2015 11:00:00,31.0,44.0,35.75,25.50,1.72,,,11.0,
19/03/2015 12:00:00,30.0,47.5,36.25,24.75,1.62,,,11.0,
19/03/2015 13:00:00,28.0,53.5,36.75,24.00,1.64,,,10.5,
19/03/2015 14:00:00,26.75,54.5,38.25,22.50,1.76,,,10.25,
19/03/2015 15:00:00,29.5,52.0,36.25,24.50,1.66,,,10.5,
19/03/2015 16:00:00,31.5,40.0,34.5,26.25,1.97,,,12.0,
19/03/2015 17:00:00,32.5,35.25,33.25,27.25,2.38,,,12.5,
19/03/2015 18:00:00,41.75,24.5,28.5,35.00,2.53,,,15.25,
19/03/2015 19:00:00,47.75,22.75,23.5,39.75,3.14,,,18.0,
19/03/2015 20:00:00,59.0,18.75,14.5,51.00,4.34,,,24.25,
19/03/2015 21:00:00,81.0,17.0,8.0,73.25,5.79,,,36.75,
19/03/2015 22:00:00,93.5,19.5,,86.25,3.34,,,44.75,
19/03/2015 23:00:00,110.75,22.5,,104.75,3.31,,,56.25,
20/03/2015 00:00:00,104.25,36.75,,99.00,2.27,,,53.75,
20/03/2015 01:00:00,86.75,30.25,,81.25,0.58,,,43.0,
20/03/2015 02:00:00,82.25,23.5,,76.75,0.11,,,40.75,
20/03/2015 03:00:00,75.25,19.25,,71.00,,,,38.0,
20/03/2015 04:00:00,57.0,17.0,13.0,52.75,1.46,,,27.75,
20/03/2015 05:00:00,37.0,16.0,27.75,33.25,0.51,,,16.5,
20/03/2015 06:00:00,31.5,16.0,31.5,28.00,0.27,,,14.0,
20/03/2015 07:00:00,31.75,17.5,32.5,28.25,0.15,,,14.25,
20/03/2015 08:00:00,36.25,21.25,30.75,30.25,0.26,,,13.5,
20/03/2015 09:00:00,35.75,25.25,31.0,29.75,0.42,,,13.25,
20/03/2015 10:00:00,31.0,39.25,33.5,26.00,1.8,,,11.75,
20/03/2015 11:00:00,29.25,50.5,34.75,24.25,1.69,,,10.75,
20/03/2015 12:00:00,27.75,59.75,35.5,23.25,1.64,,,10.5,
20/03/2015 13:00:00,29.5,60.25,34.0,24.75,1.66,,,11.25,
20/03/2015 14:00:00,27.75,60.25,35.0,23.50,1.55,,,10.75,
20/03/2015 15:00:00,30.75,57.0,33.25,25.50,1.62,,,11.25,
20/03/2015 16:00:00,30.25,54.75,33.75,25.00,1.8,,,11.0,
20/03/2015 17:00:00,33.25,38.5,31.25,27.75,2.05,,,12.5,
20/03/2015 18:00:00,40.5,23.0,27.75,32.50,2.69,,,13.75,
20/03/2015 19:00:00,46.25,18.0,23.5,37.75,3.26,,,16.5,
20/03/2015 20:00:00,52.75,19.25,19.75,43.25,3.57,,,18.75,
20/03/2015 21:00:00,49.25,17.0,21.5,41.25,3.34,,,18.25,
20/03/2015 22:00:00,71.75,18.25,9.67,62.50,3.5,,,29.75,
20/03/2015 23:00:00,99.0,20.75,4.0,89.50,4.48,,,45.75,
21/03/2015 00:00:00,104.75,17.5,,98.00,4.62,,,52.25,
21/03/2015 01:00:00,102.0,16.0,4.0,95.00,3.72,,,50.0,
21/03/2015 02:00:00,73.75,21.0,3.67,68.25,2.14,,,35.75,
21/03/2015 03:00:00,54.0,17.5,17.0,48.75,0.98,,,24.5,
21/03/2015 04:00:00,57.25,21.5,14.25,52.50,1.82,,,27.0,
21/03/2015 05:00:00,52.0,18.75,18.5,46.75,1.49,,,23.75,
21/03/2015 06:00:00,49.25,21.25,20.25,46.00,1.51,,,24.0,
21/03/2015 07:00:00,42.25,17.0,26.0,38.00,1.04,,,19.25,
21/03/2015 08:00:00,49.25,17.25,24.75,41.00,1.25,,,18.25,
21/03/2015 09:00:00,39.5,26.5,31.75,31.50,0.8,,,12.5,
21/03/2015 10:00:00,35.5,38.5,33.25,28.25,2.04,,,11.5,
21/03/2015 11:00:00,34.25,48.25,34.0,27.50,1.78,,,11.5,
21/03/2015 12:00:00,30.25,59.75,36.0,24.50,1.59,,,10.75,
21/03/2015 13:00:00,29.25,60.0,36.25,24.50,1.44,,,10.75,
21/03/2015 14:00:00,26.75,56.5,37.0,23.00,1.25,,,10.75,
21/03/2015 15:00:00,28.5,49.0,35.25,24.25,1.33,,,11.5,
21/03/2015 16:00:00,29.25,46.25,35.25,24.75,1.87,,,11.25,
21/03/2015 17:00:00,33.0,34.5,32.75,27.50,2.04,,,12.25,
21/03/2015 18:00:00,42.25,20.0,26.75,35.50,2.57,,,16.25,
21/03/2015 19:00:00,49.25,17.25,21.75,42.50,3.42,,,20.0,
21/03/2015 20:00:00,45.75,16.5,24.75,39.00,3.27,,,17.5,
21/03/2015 21:00:00,38.75,16.75,29.5,32.75,2.52,,,14.75,
21/03/2015 22:00:00,42.25,18.5,27.0,35.25,1.69,,,15.25,
21/03/2015 23:00:00,38.75,19.0,28.0,32.75,1.28,,,15.0,
22/03/2015 00:00:00,39.25,20.25,27.5,33.75,1.05,,,15.75,
22/03/2015 01:00:00,32.75,23.75,32.75,27.25,0.64,,,12.0,
22/03/2015 02:00:00,32.0,23.25,33.25,26.75,0.33,,,11.75,
22/03/2015 03:00:00,29.5,27.5,35.0,24.00,0.27,,,10.5,
22/03/2015 04:00:00,28.0,34.0,35.75,23.50,2.12,,,10.5,
22/03/2015 05:00:00,26.5,30.25,37.25,22.25,2.18,,,10.25,
22/03/2015 06:00:00,25.75,21.25,36.25,22.00,2.29,,,10.0,
22/03/2015 07:00:00,30.5,20.5,32.5,26.00,2.36,,,12.0,
22/03/2015 08:00:00,31.0,31.5,32.75,26.00,2.31,,,12.0,
22/03/2015 09:00:00,29.5,43.0,33.5,24.75,2.32,,,11.5,
22/03/2015 10:00:00,26.5,55.25,35.5,22.50,1.98,,,10.25,
22/03/2015 11:00:00,27.5,60.5,34.75,23.25,1.98,,,10.5,
22/03/2015 12:00:00,27.75,60.5,34.75,23.25,2.05,,,10.75,
22/03/2015 13:00:00,25.0,69.5,36.25,21.25,1.87,,,9.75,
22/03/2015 14:00:00,26.75,68.25,35.5,22.50,1.91,,,10.0,
22/03/2015 15:00:00,28.5,62.25,34.0,23.75,1.87,,,10.75,
22/03/2015 16:00:00,28.0,55.75,34.0,23.50,2.15,,,10.75,
22/03/2015 17:00:00,29.0,56.0,32.75,24.50,2.18,,,11.0,
22/03/2015 18:00:00,33.75,34.25,30.0,27.50,2.61,,,11.75,
22/03/2015 19:00:00,39.0,19.0,27.25,31.25,2.94,,,13.25,
22/03/2015 20:00:00,37.0,18.25,28.75,29.75,2.97,,,12.5,
22/03/2015 21:00:00,41.5,15.25,25.25,34.50,3.3,,,15.25,
22/03/2015 22:00:00,39.0,15.5,26.25,33.00,1.81,,,15.0,
22/03/2015 23:00:00,42.75,18.0,23.0,37.25,1.81,,,17.75,
23/03/2015 00:00:00,40.0,19.5,25.25,35.25,1.25,,,17.0,
23/03/2015 01:00:00,30.75,24.0,31.75,26.50,0.52,,,12.75,
23/03/2015 02:00:00,25.5,30.25,34.75,22.25,0.12,,,10.5,
23/03/2015 03:00:00,25.75,26.5,35.0,22.00,0.22,,,10.25,
23/03/2015 04:00:00,30.25,19.75,32.0,25.75,2.23,,,12.0,
23/03/2015 05:00:00,26.5,25.0,34.0,22.75,2.16,,,10.75,
23/03/2015 06:00:00,29.25,24.25,32.0,25.00,2.3,,,12.0,
23/03/2015 07:00:00,31.5,19.75,30.75,27.00,2.42,,,12.75,
23/03/2015 08:00:00,31.0,20.0,30.5,27.00,2.57,,,13.25,
23/03/2015 09:00:00,33.25,30.5,30.5,27.50,2.72,,,12.0,
23/03/2015 10:00:00,32.5,41.5,31.5,26.25,1.98,,,11.0,
23/03/2015 11:00:00,31.5,49.25,32.0,25.25,1.85,,,10.75,
23/03/2015 12:00:00,32.25,50.5,31.0,26.25,1.97,,,11.5,
23/03/2015 13:00:00,28.25,59.5,33.25,23.75,1.7,,,10.75,
23/03/2015 14:00:00,28.0,60.0,33.25,23.25,1.61,,,10.0,
23/03/2015 15:00:00,29.75,51.25,31.75,24.50,1.82,,,10.5,
23/03/2015 16:00:00,31.75,45.75,31.0,25.75,1.74,,,11.75,
23/03/2015 17:00:00,38.5,30.0,26.25,32.25,2.2,,,14.75,
23/03/2015 18:00:00,47.0,20.0,19.5,38.75,3.1,,,16.75,
23/03/2015 19:00:00,59.25,14.5,10.0,51.25,3.73,,,24.5,
23/03/2015 20:00:00,78.0,16.25,3.5,69.75,6.07,,,34.75,
23/03/2015 21:00:00,82.25,16.0,,74.25,5.98,,,37.25,
23/03/2015 22:00:00,96.75,16.25,,89.75,2.89,,,47.0,
23/03/2015 23:00:00,105.75,15.0,,99.25,2.56,,,53.0,
24/03/2015 00:00:00,112.75,14.25,,108.25,2.91,,,59.5,
24/03/2015 01:00:00,110.0,15.75,,105.25,2.37,,,57.75,
24/03/2015 02:00:00,69.75,16.75,6.0,65.00,0.42,,,34.25,
24/03/2015 03:00:00,70.25,17.75,11.5,66.50,0.08,,,35.75,
24/03/2015 04:00:00,46.75,15.75,18.5,42.50,0.79,,,22.25,
24/03/2015 05:00:00,31.25,17.5,30.25,27.25,0.09,,,13.0,
24/03/2015 06:00:00,33.25,18.75,28.25,29.25,0.2,,,14.0,
24/03/2015 07:00:00,38.0,16.5,25.25,34.00,0.13,,,16.75,
24/03/2015 08:00:00,37.5,17.25,26.5,31.75,0.2,,,14.25,
24/03/2015 09:00:00,37.0,22.5,28.0,30.00,1.3,,,12.75,
24/03/2015 10:00:00,36.0,35.5,28.75,28.75,1.53,,,11.75,
24/03/2015 11:00:00,32.5,67.5,30.5,25.75,1.09,,,10.75,
24/03/2015 12:00:00,30.5,77.5,30.0,24.25,0.96,,,10.25,
24/03/2015 13:00:00,28.25,111.25,31.5,22.25,0.99,,,9.0,
24/03/2015 14:00:00,31.75,111.25,30.5,24.00,0.73,,,9.0,
24/03/2015 15:00:00,32.75,77.25,27.5,25.75,0.49,,,10.0,
24/03/2015 16:00:00,33.75,57.5,25.5,26.25,1.63,,,10.25,
24/03/2015 17:00:00,42.0,29.0,18.75,32.50,2.15,,,12.75,
24/03/2015 18:00:00,40.75,15.75,16.25,31.75,2.75,,,12.25,
24/03/2015 19:00:00,62.5,9.5,,51.75,4.41,,,22.75,
24/03/2015 20:00:00,57.5,16.25,3.0,48.00,4.9,,,21.5,
24/03/2015 21:00:00,42.5,13.0,7.5,34.50,3.46,,,14.75,
24/03/2015 22:00:00,33.75,15.75,14.25,26.50,1.76,,,10.5,
24/03/2015 23:00:00,43.5,18.0,14.67,37.00,2.08,,,17.25,
25/03/2015 00:00:00,77.75,20.25,,71.50,3.23,,,37.25,
25/03/2015 01:00:00,75.0,22.5,,69.50,2.25,,,36.25,
25/03/2015 02:00:00,58.5,23.0,,53.50,1.04,,,27.75,
25/03/2015 03:00:00,59.0,23.75,,55.00,0.67,,,29.0,
25/03/2015 04:00:00,62.75,23.25,,59.50,2.39,,,31.75,
25/03/2015 05:00:00,69.5,28.0,,66.50,2.4,,,36.25,
25/03/2015 06:00:00,68.5,28.25,,64.50,2.29,,,34.5,
25/03/2015 07:00:00,54.5,8.5,5.33,48.50,1.43,,,24.0,
25/03/2015 08:00:00,43.0,14.75,10.75,35.50,0.43,,,15.0,
25/03/2015 09:00:00,29.25,36.5,19.5,21.75,1.92,,,7.5,
25/03/2015 10:00:00,27.75,102.25,20.25,21.00,1.25,1.9,,7.75,
25/03/2015 11:00:00,33.75,78.0,17.25,24.75,1.27,7.63,,8.25,
25/03/2015 12:00:00,33.75,88.5,17.75,24.25,1.21,5.0,,8.0,
25/03/2015 13:00:00,33.0,118.75,17.75,23.50,1.08,3.9,,7.5,
25/03/2015 14:00:00,31.75,125.25,18.5,22.50,1.11,3.95,,7.0,
25/03/2015 15:00:00,30.0,90.5,19.0,21.75,0.82,3.9,,7.0,
25/03/2015 16:00:00,27.0,70.25,20.0,20.25,0.48,3.9,,7.25,
25/03/2015 17:00:00,30.0,38.75,18.5,22.50,2.34,3.9,,7.75,
25/03/2015 18:00:00,38.75,20.25,13.75,28.50,2.87,3.9,,9.25,
25/03/2015 19:00:00,56.0,18.0,5.67,45.75,4.49,3.9,,19.75,
25/03/2015 20:00:00,57.5,11.5,4.67,47.25,4.5,3.9,,21.0,
25/03/2015 21:00:00,42.75,12.5,10.0,33.00,1.16,3.9,,12.75,
25/03/2015 22:00:00,65.0,17.25,3.67,55.75,3.5,3.9,,26.25,
25/03/2015 23:00:00,71.0,22.5,,62.75,4.16,3.9,,30.75,
26/03/2015 00:00:00,82.25,25.75,,75.50,4.18,3.9,,39.5,
26/03/2015 01:00:00,62.75,23.75,,56.75,1.49,3.9,,28.25,
26/03/2015 02:00:00,35.75,29.0,14.25,29.75,0.66,3.9,,13.25,
26/03/2015 03:00:00,39.0,20.75,12.0,33.50,,3.9,,16.0,
26/03/2015 04:00:00,49.25,25.5,4.0,44.25,,3.9,,22.5,
26/03/2015 05:00:00,52.5,18.75,4.0,48.50,3.15,3.9,,25.5,
26/03/2015 06:00:00,49.0,24.25,5.33,45.50,2.65,3.9,,24.0,
26/03/2015 07:00:00,47.75,17.25,5.75,42.25,1.99,3.9,,20.75,
26/03/2015 08:00:00,51.0,15.75,6.5,41.00,1.5,3.9,,16.75,
26/03/2015 09:00:00,38.5,19.75,15.75,29.00,1.51,6.8,,10.25,
26/03/2015 10:00:00,31.25,36.0,19.25,23.50,1.07,12.98,,8.25,
26/03/2015 11:00:00,33.5,54.0,18.5,24.50,1.21,8.0,,8.5,
26/03/2015 16:00:00,35.0,35.5,19.0,22.00,2.19,12.8,,5.5,
26/03/2015 17:00:00,40.75,25.5,25.5,26.25,1.36,37.5,,5.75,
26/03/2015 18:00:00,43.75,17.5,18.75,28.75,2.55,24.33,,7.0,
26/03/2015 19:00:00,46.75,15.5,14.25,32.50,2.98,14.75,,9.5,
26/03/2015 20:00:00,50.75,18.75,8.25,38.00,3.55,4.05,,13.5,
26/03/2015 21:00:00,44.5,14.0,12.75,32.50,2.65,4.15,,10.75,
26/03/2015 22:00:00,25.0,32.5,24.0,17.25,2.17,4.13,,4.75,
26/03/2015 23:00:00,19.5,52.5,26.5,13.50,1.97,7.72,,4.0,
27/03/2015 00:00:00,22.0,49.25,24.75,16.00,1.66,9.88,,5.0,
27/03/2015 01:00:00,32.0,27.75,19.0,22.75,1.67,9.28,,7.0,
27/03/2015 02:00:00,37.25,14.25,16.0,27.50,3.26,9.58,,9.5,
27/03/2015 03:00:00,25.25,20.0,23.75,17.50,2.84,11.53,,4.75,
27/03/2015 04:00:00,25.25,25.0,23.5,17.50,2.89,12.1,,5.0,
27/03/2015 05:00:00,29.5,21.5,21.0,21.50,2.97,11.72,,7.0,
27/03/2015 06:00:00,31.75,21.0,18.75,23.75,1.89,10.75,,8.25,
27/03/2015 07:00:00,38.0,18.75,15.0,29.25,2.31,12.45,,10.75,
27/03/2015 08:00:00,32.75,17.25,19.0,24.00,2.02,13.25,,8.0,
27/03/2015 09:00:00,32.0,27.5,20.75,22.25,1.94,14.25,,6.25,
27/03/2015 10:00:00,36.0,41.0,19.0,25.25,2.48,18.38,,7.25,
27/03/2015 11:00:00,34.0,74.25,20.5,22.00,2.57,15.52,,5.25,
27/03/2015 12:00:00,32.25,67.0,21.0,21.50,2.21,8.2,,5.25,
27/03/2015 13:00:00,31.25,56.0,21.25,21.25,2.16,6.03,,5.0,
27/03/2015 14:00:00,29.0,61.0,22.25,19.75,2.81,5.58,,5.25,
27/03/2015 15:00:00,33.25,49.75,20.25,22.50,2.82,11.25,,6.25,
27/03/2015 16:00:00,35.25,40.0,18.75,24.50,3.08,13.85,,7.25,
27/03/2015 17:00:00,36.5,30.0,17.0,26.25,2.92,10.85,,8.5,
27/03/2015 18:00:00,55.25,18.5,8.75,43.00,3.25,12.95,,16.75,
27/03/2015 19:00:00,60.25,16.25,4.5,46.50,3.72,13.9,,17.75,
27/03/2015 20:00:00,57.25,17.0,6.75,45.25,3.68,9.2,,18.0,
27/03/2015 21:00:00,63.75,17.75,3.67,51.75,4.44,10.9,,22.0,
27/03/2015 22:00:00,79.25,19.5,,66.75,2.34,9.97,,30.0,
27/03/2015 23:00:00,76.25,43.25,5.0,64.50,3.02,12.32,,29.0,
28/03/2015 00:00:00,42.75,39.5,13.75,32.25,1.5,9.38,,11.5,
28/03/2015 01:00:00,36.0,24.25,18.5,26.00,0.38,7.6,,8.5,
28/03/2015 02:00:00,42.33,29.33,13.33,32.67,2.73,8.27,,12.33,
28/03/2015 12:00:00,63.25,61.5,20.25,37.00,1.27,8.45,,5.25,
28/03/2015 13:00:00,43.25,85.75,24.5,27.00,,3.9,,5.0,
28/03/2015 14:00:00,37.75,72.0,23.25,24.00,,3.9,,5.0,
28/03/2015 15:00:00,36.0,56.5,21.5,23.75,,3.9,,5.75,
28/03/2015 16:00:00,38.75,41.5,19.25,26.50,1.26,9.3,,6.75,
28/03/2015 17:00:00,39.25,36.0,17.5,26.75,1.23,11.03,,7.5,
28/03/2015 18:00:00,46.5,15.25,13.25,32.50,1.79,8.1,,10.0,
28/03/2015 19:00:00,62.25,15.5,6.0,48.25,3.16,8.25,,18.75,
28/03/2015 20:00:00,95.5,15.75,3.0,81.50,4.42,12.15,,37.75,
28/03/2015 21:00:00,126.25,18.75,,111.50,5.65,14.1,,54.75,
28/03/2015 22:00:00,135.0,19.0,,121.25,5.92,13.9,,60.25,
28/03/2015 23:00:00,122.25,20.5,,109.00,5.37,14.27,,54.25,
29/03/2015 00:00:00,111.5,33.75,3.0,99.75,1.72,12.73,,49.5,
29/03/2015 01:00:00,58.75,44.5,5.33,47.50,0.26,7.73,,20.25,
29/03/2015 02:00:00,67.25,79.25,4.0,57.25,0.11,7.88,,26.0,
29/03/2015 03:00:00,53.0,64.25,7.0,43.25,,5.92,,18.5,
29/03/2015 04:00:00,50.5,61.25,8.0,41.00,0.99,8.3,,17.25,
29/03/2015 05:00:00,34.75,46.25,20.25,24.50,0.58,11.93,,7.25,
29/03/2015 06:00:00,26.75,51.5,25.5,17.75,0.62,9.75,,4.25,
29/03/2015 07:00:00,23.75,42.75,26.75,15.75,0.76,9.2,,4.0,
29/03/2015 08:00:00,33.0,38.0,21.5,23.00,2.12,10.02,,6.75,
29/03/2015 09:00:00,24.25,43.0,26.5,16.25,1.73,9.45,,4.5,
29/03/2015 10:00:00,23.75,87.75,27.0,15.75,1.28,9.28,,4.0,
29/03/2015 11:00:00,21.75,56.75,28.0,14.75,1.2,9.88,,3.75,
29/03/2015 12:00:00,33.75,39.25,22.0,22.75,2.02,10.75,,5.5,
29/03/2015 13:00:00,29.0,48.0,24.25,19.50,2.01,10.97,,5.0,
29/03/2015 14:00:00,37.25,45.75,19.0,26.00,2.64,13.47,,7.5,
29/03/2015 15:00:00,44.5,25.0,14.0,32.00,2.95,13.0,,10.5,
29/03/2015 16:00:00,31.5,33.0,22.75,20.50,1.94,11.42,,4.75,
29/03/2015 17:00:00,30.0,42.0,23.5,19.50,1.66,10.95,,4.25,
29/03/2015 18:00:00,30.25,33.75,23.5,19.75,1.53,10.85,,4.25,
29/03/2015 19:00:00,27.25,39.5,25.25,17.50,1.33,10.35,,4.0,
29/03/2015 20:00:00,27.0,44.0,25.25,17.50,2.13,10.6,,4.0,
29/03/2015 21:00:00,29.5,37.0,23.25,20.25,2.53,10.4,,5.75,
29/03/2015 22:00:00,28.75,34.75,23.25,20.25,2.55,9.18,,5.75,
29/03/2015 23:00:00,30.5,29.5,22.0,22.25,2.52,9.22,,7.25,
30/03/2015 00:00:00,23.5,46.25,26.5,16.25,1.58,9.32,,4.75,
30/03/2015 01:00:00,22.25,34.5,27.25,15.00,1.24,9.85,,4.0,
30/03/2015 02:00:00,21.25,33.5,27.75,14.25,1.23,8.9,,4.0,
30/03/2015 03:00:00,21.0,36.75,28.0,14.50,0.95,8.55,,3.5,
30/03/2015 04:00:00,19.5,44.25,28.75,13.25,1.95,10.03,,3.5,
30/03/2015 05:00:00,20.5,44.25,28.25,13.75,2.0,10.45,,3.5,
30/03/2015 06:00:00,19.25,45.0,29.0,13.00,2.11,10.57,,3.25,
30/03/2015 07:00:00,23.0,35.5,26.5,15.50,2.15,10.3,,4.5,
30/03/2015 08:00:00,25.75,35.25,24.75,18.25,2.12,10.42,,6.0,
30/03/2015 09:00:00,21.25,41.25,27.75,14.50,1.87,10.75,,4.0,
30/03/2015 10:00:00,21.0,42.0,27.5,14.50,1.75,10.35,,4.0,
30/03/2015 11:00:00,22.25,36.25,27.0,15.00,1.96,10.95,,4.0,
30/03/2015 12:00:00,22.0,45.25,27.25,15.00,1.59,12.42,,4.0,
30/03/2015 13:00:00,23.75,45.25,26.25,16.25,1.64,16.65,,4.5,
30/03/2015 14:00:00,23.25,51.0,26.75,15.50,1.65,18.25,,4.25,
30/03/2015 15:00:00,23.25,52.0,26.5,15.75,1.74,18.55,,4.25,
30/03/2015 16:00:00,22.0,53.0,27.0,15.00,2.12,15.18,,4.0,
30/03/2015 17:00:00,20.25,55.75,27.75,13.50,2.14,9.68,,4.0,
30/03/2015 18:00:00,21.75,44.75,27.0,14.50,2.52,9.45,,4.0,
30/03/2015 19:00:00,24.0,33.0,26.0,15.75,2.36,11.65,,4.0,
30/03/2015 20:00:00,23.0,33.75,26.75,15.25,1.95,12.27,,4.0,
30/03/2015 21:00:00,24.0,32.75,26.0,16.25,1.68,11.95,,4.5,
30/03/2015 22:00:00,24.0,37.0,26.25,16.25,1.55,9.3,,4.25,
30/03/2015 23:00:00,24.5,30.5,25.25,16.75,1.54,7.63,,4.0,
31/03/2015 00:00:00,23.5,29.5,26.25,15.75,1.9,10.15,,4.0,
31/03/2015 01:00:00,22.5,29.25,26.5,15.50,1.92,12.22,,4.0,
31/03/2015 02:00:00,22.0,33.75,26.5,15.25,1.95,12.52,,4.25,
31/03/2015 03:00:00,21.25,51.5,27.75,14.00,2.01,12.85,,4.0,
31/03/2015 04:00:00,20.0,47.5,28.25,13.25,2.21,12.13,,3.75,
31/03/2015 05:00:00,20.75,36.75,28.0,14.00,2.28,10.75,,4.0,
31/03/2015 06:00:00,21.75,38.5,27.75,14.75,2.4,11.0,,4.0,
31/03/2015 07:00:00,20.75,39.5,27.75,14.50,2.2,10.65,,4.0,
31/03/2015 08:00:00,20.25,39.75,28.5,14.00,1.9,12.43,,4.0,
31/03/2015 09:00:00,22.0,46.25,27.5,15.00,2.35,15.13,,4.0,
31/03/2015 10:00:00,21.25,52.75,28.0,14.25,2.33,15.27,,4.0,
31/03/2015 11:00:00,23.0,50.5,27.0,15.50,2.58,14.9,,4.0,
31/03/2015 12:00:00,22.75,68.5,27.25,15.50,1.89,13.38,,4.0,
31/03/2015 13:00:00,22.75,88.5,27.5,15.25,1.75,13.7,,4.0,
31/03/2015 14:00:00,21.25,101.75,27.75,14.25,1.41,13.88,,4.0,
31/03/2015 15:00:00,21.5,102.75,27.5,14.50,1.19,12.32,,3.75,
31/03/2015 16:00:00,27.5,84.5,24.5,18.00,1.85,8.82,,4.0,
31/03/2015 17:00:00,26.5,73.0,25.0,17.25,1.9,7.28,,4.0,
31/03/2015 18:00:00,31.25,41.25,22.25,20.00,2.45,6.57,,4.0,
31/03/2015 19:00:00,35.5,30.25,18.75,23.75,3.23,5.23,,6.0,
31/03/2015 20:00:00,43.5,25.25,13.25,31.25,2.17,8.95,,9.75,
31/03/2015 21:00:00,48.5,29.5,8.75,37.25,2.63,13.4,,14.25,
31/03/2015 22:00:00,51.5,33.25,11.67,40.50,2.63,14.65,,16.0,
31/03/2015 23:00:00,68.25,60.0,,58.25,4.17,14.45,,26.5,
01/04/2015 00:00:00,73.5,152.0,,63.50,2.17,12.25,,30.25,
